batch_id,timestamp,node_type,commodity,category,initial_quantity_kg,current_quantity_kg,days_since_harvest,shelf_life_days,days_to_expiry,storage_temp_celsius,optimal_temp_celsius,storage_humidity_pct,original_price_per_kg,recommended_price_per_kg,discount_percentage,urgency_level,spoilage_risk_percentage,waste_avoided_kg,revenue_recovered_inr,carbon_saved_kg_co2
BATCH-PRX-01847,2025-06-07 00:00:00,Wholesaler Depot,Cabbage,Vegetable,2763,1877.9,1,12,11,17.6,4.0,89.8,24.63,20.86,15.3,low,59.5,1111.3,23181.72,2222.6
BATCH-PRX-00075,2025-06-08 00:00:00,Wholesaler Depot,Orange,Fruit,686,116.0,11,14,3,18.2,6.0,85.1,61.88,36.2,41.5,high,93.9,86.9,3145.78,173.8
BATCH-PRX-00487,2025-06-08 00:00:00,Retail Supermarket,Cauliflower,Vegetable,2017,484.6,5,8,3,4.2,5.0,65.9,29.82,16.85,43.5,high,45.0,368.8,6214.28,737.6
BATCH-PRX-00994,2025-06-08 00:00:00,Mandi Yard,Rice,Cereal,2459,467.8,227,180,-47,30.4,22.0,92.0,48.49,12.12,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01780,2025-06-08 00:00:00,Retail Supermarket,Mango,Fruit,1445,182.3,7,7,0,17.8,12.0,68.7,96.87,24.22,75.0,critical,100.0,173.2,4194.9,346.4
BATCH-PRX-01298,2025-06-09 00:00:00,Retail Supermarket,Cauliflower,Vegetable,731,178.0,6,8,2,17.7,5.0,68.4,34.46,20.02,41.9,high,95.8,133.7,2676.67,267.4
BATCH-PRX-01494,2025-06-09 00:00:00,Farm Hub,Tomato,Vegetable,345,155.3,2,7,5,23.2,12.0,90.2,44.95,34.93,22.3,medium,64.7,98.4,3437.11,196.8
BATCH-PRX-01729,2025-06-09 00:00:00,Mandi Yard,Garlic,Spice / Vegetable,1136,291.2,40,60,20,19.4,15.0,91.3,198.81,187.08,5.9,low,5.0,155.9,29165.77,311.8
BATCH-PRX-00050,2025-06-10 00:00:00,Farm Hub,Mango,Fruit,2296,420.6,8,7,-1,16.7,12.0,90.9,93.97,23.49,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00506,2025-06-10 00:00:00,Retail Supermarket,Apple,Fruit,1931,935.8,6,25,19,4.2,2.0,80.8,182.59,162.69,10.9,low,5.0,529.1,86079.28,1058.2
BATCH-PRX-00614,2025-06-10 00:00:00,Farm Hub,Mango,Fruit,1433,747.5,2,7,5,19.4,12.0,90.7,87.76,64.85,26.1,medium,49.8,490.8,31828.38,981.6
BATCH-PRX-00894,2025-06-10 00:00:00,Farm Hub,Ginger,Spice,1272,680.3,9,20,11,15.3,12.0,78.3,122.17,111.54,8.7,low,5.0,375.7,41905.58,751.4
BATCH-PRX-01950,2025-06-10 00:00:00,Farm Hub,Banana,Fruit,303,94.6,4,6,2,12.9,14.0,77.7,55.81,32.7,41.4,high,45.0,70.8,2315.16,141.6
BATCH-PRX-01964,2025-06-10 00:00:00,Wholesaler Depot,Apple,Fruit,2167,287.7,31,25,-6,13.0,2.0,77.7,195.59,48.9,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00062,2025-06-11 00:00:00,Farm Hub,Cauliflower,Vegetable,811,658.3,0,8,8,13.3,5.0,82.2,34.22,31.04,9.3,low,38.3,365.9,11357.54,731.8
BATCH-PRX-00246,2025-06-11 00:00:00,Retail Supermarket,Mango,Fruit,1752,810.0,3,7,4,17.8,12.0,74.0,100.22,73.66,26.5,medium,43.2,533.8,39319.71,1067.6
BATCH-PRX-00438,2025-06-11 00:00:00,Farm Hub,Apple,Fruit,2765,494.0,29,25,-4,14.9,2.0,68.6,176.05,44.01,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00726,2025-06-11 00:00:00,Mandi Yard,Rice,Cereal,2050,1007.4,88,180,92,23.5,22.0,80.1,53.41,48.87,8.5,low,5.0,555.1,27127.74,1110.2
BATCH-PRX-01557,2025-06-11 00:00:00,Wholesaler Depot,Rice,Cereal,1604,633.4,69,180,111,31.8,22.0,66.1,51.55,48.1,6.7,low,44.1,342.2,16459.82,684.4
BATCH-PRX-00709,2025-06-13 00:00:00,Wholesaler Depot,Ginger,Spice,2500,1441.9,1,20,19,10.3,12.0,66.6,132.33,115.79,12.5,low,5.0,829.1,96001.49,1658.2
BATCH-PRX-01104,2025-06-13 00:00:00,Mandi Yard,Cabbage,Vegetable,3788,946.6,9,12,3,10.9,4.0,91.4,21.13,11.49,45.6,high,72.7,732.3,8414.13,1464.6
BATCH-PRX-00065,2025-06-14 00:00:00,Retail Supermarket,Rice,Cereal,383,91.3,137,180,43,20.7,22.0,75.6,56.05,53.81,4.0,low,5.0,47.8,2572.12,95.6
BATCH-PRX-00126,2025-06-14 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,2894,569.4,9,8,-1,10.6,5.0,68.3,28.48,7.12,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00237,2025-06-15 00:00:00,Farm Hub,Turmeric,Spice,4103,1721.6,58,120,62,31.1,20.0,89.8,158.51,138.38,12.7,low,49.4,992.0,137272.96,1984.0
BATCH-PRX-00370,2025-06-15 00:00:00,Mandi Yard,Wheat,Cereal,819,409.2,64,180,116,31.1,22.0,71.5,37.2,35.04,5.8,low,41.4,218.8,7666.75,437.6
BATCH-PRX-00718,2025-06-15 00:00:00,Mandi Yard,Banana,Fruit,1953,305.9,7,6,-1,13.2,14.0,73.7,56.6,14.15,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01571,2025-06-15 00:00:00,Mandi Yard,Green Chilli,Spice / Vegetable,1071,195.8,13,10,-3,9.3,10.0,76.9,136.42,34.1,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01668,2025-06-15 00:00:00,Farm Hub,Orange,Fruit,4067,572.1,17,14,-3,11.0,6.0,69.9,57.47,14.37,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01859,2025-06-15 00:00:00,Retail Supermarket,Apple,Fruit,2228,956.4,14,25,11,13.4,2.0,83.2,187.89,167.22,11.0,low,50.7,541.3,90516.19,1082.6
BATCH-PRX-01349,2025-06-16 00:00:00,Retail Supermarket,Banana,Fruit,2158,425.6,7,6,-1,27.0,14.0,68.7,60.32,15.08,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01881,2025-06-17 00:00:00,Farm Hub,Mango,Fruit,1053,942.6,0,7,7,17.9,12.0,87.1,101.39,73.91,27.1,medium,43.4,624.6,46164.19,1249.2
BATCH-PRX-00643,2025-06-18 00:00:00,Farm Hub,Ginger,Spice,4051,657.1,17,20,3,21.1,12.0,74.0,111.3,62.77,43.6,high,81.2,500.4,31410.11,1000.8
BATCH-PRX-00646,2025-06-18 00:00:00,Wholesaler Depot,Onion,Vegetable,1071,562.6,14,30,16,21.1,10.0,77.5,38.71,35.23,9.0,low,49.5,311.7,10981.19,623.4
BATCH-PRX-01845,2025-06-18 00:00:00,Wholesaler Depot,Onion,Vegetable,698,103.6,29,30,1,18.5,10.0,65.8,40.2,15.4,61.7,critical,100.0,90.2,1389.08,180.4
BATCH-PRX-00323,2025-06-19 00:00:00,Retail Supermarket,Mango,Fruit,2466,919.3,3,7,4,12.0,12.0,90.7,102.39,74.74,27.0,medium,20.0,608.6,45486.76,1217.2
BATCH-PRX-00559,2025-06-19 00:00:00,Wholesaler Depot,Turmeric,Spice,2871,421.1,132,120,-12,19.3,20.0,71.4,144.25,36.06,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00816,2025-06-19 00:00:00,Farm Hub,Wheat,Cereal,2599,600.6,120,180,60,23.7,22.0,72.9,36.18,33.72,6.8,low,5.0,324.8,10952.26,649.6
BATCH-PRX-01314,2025-06-19 00:00:00,Retail Supermarket,Orange,Fruit,1829,817.7,6,14,8,12.3,6.0,74.3,66.34,59.71,10.0,low,30.3,457.9,27341.21,915.8
BATCH-PRX-01496,2025-06-19 00:00:00,Retail Supermarket,Turmeric,Spice,4226,633.5,134,120,-14,26.4,20.0,87.2,156.06,39.02,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00097,2025-06-20 00:00:00,Retail Supermarket,Tomato,Vegetable,1924,707.9,3,7,4,15.3,12.0,72.2,44.8,33.6,25.0,medium,20.0,460.1,15459.36,920.2
BATCH-PRX-00119,2025-06-20 00:00:00,Wholesaler Depot,Banana,Fruit,1978,1327.9,1,6,5,16.3,14.0,79.4,60.36,43.76,27.5,medium,20.0,883.1,38644.46,1766.2
BATCH-PRX-00314,2025-06-20 00:00:00,Farm Hub,Banana,Fruit,2374,570.3,4,6,2,19.6,14.0,68.5,56.86,31.96,43.8,high,67.2,435.0,13902.6,870.0
BATCH-PRX-00368,2025-06-20 00:00:00,Mandi Yard,Ginger,Spice,509,445.6,1,20,19,24.7,12.0,68.6,132.8,122.84,7.5,low,55.7,242.9,29837.84,485.8
BATCH-PRX-00489,2025-06-20 00:00:00,Wholesaler Depot,Ginger,Spice,2056,313.3,24,20,-4,20.9,12.0,78.0,128.06,32.02,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00888,2025-06-20 00:00:00,Wholesaler Depot,Apple,Fruit,2709,1146.5,10,25,15,8.8,2.0,79.7,161.04,141.88,11.9,low,32.3,655.1,92945.59,1310.2
BATCH-PRX-01911,2025-06-20 00:00:00,Farm Hub,Cabbage,Vegetable,2184,297.3,10,12,2,2.4,4.0,71.6,21.23,12.23,42.4,high,45.0,224.3,2743.19,448.6
BATCH-PRX-01919,2025-06-20 00:00:00,Mandi Yard,Orange,Fruit,3307,434.0,12,14,2,11.9,6.0,88.8,55.5,31.58,43.1,high,68.7,329.2,10396.14,658.4
BATCH-PRX-01231,2025-06-21 00:00:00,Wholesaler Depot,Garlic,Spice / Vegetable,3377,1930.5,3,60,57,27.7,15.0,83.4,201.82,173.36,14.1,low,55.7,1128.6,195654.1,2257.2
BATCH-PRX-01720,2025-06-21 00:00:00,Wholesaler Depot,Turmeric,Spice,1586,310.7,110,120,10,26.2,20.0,86.1,154.49,145.68,5.7,low,29.6,166.0,24182.88,332.0
BATCH-PRX-01928,2025-06-21 00:00:00,Mandi Yard,Potato,Vegetable,3146,2650.2,0,35,35,20.3,8.0,77.4,29.17,23.66,18.9,low,54.1,1625.6,38461.7,3251.2
BATCH-PRX-00697,2025-06-22 00:00:00,Mandi Yard,Green Chilli,Spice / Vegetable,258,45.1,10,10,0,13.2,10.0,84.8,142.34,35.59,75.0,critical,95.0,42.8,1523.25,85.6
BATCH-PRX-01402,2025-06-22 00:00:00,Farm Hub,Cauliflower,Vegetable,2569,393.5,8,8,0,8.1,5.0,80.0,32.97,8.24,75.0,critical,95.0,373.8,3080.11,747.6
BATCH-PRX-01417,2025-06-22 00:00:00,Retail Supermarket,Turmeric,Spice,1125,198.2,115,120,5,22.6,20.0,70.4,158.81,126.89,20.1,medium,20.0,123.0,15607.47,246.0
BATCH-PRX-01048,2025-06-23 00:00:00,Farm Hub,Mango,Fruit,3263,554.8,7,7,0,20.6,12.0,79.3,97.52,24.38,75.0,critical,100.0,527.1,12850.7,1054.2
BATCH-PRX-01155,2025-06-23 00:00:00,Farm Hub,Potato,Vegetable,964,160.1,43,35,-8,15.3,8.0,83.0,27.64,6.91,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01200,2025-06-23 00:00:00,Farm Hub,Tomato,Vegetable,4293,532.9,8,7,-1,10.7,12.0,91.7,41.21,10.3,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01530,2025-06-23 00:00:00,Farm Hub,Banana,Fruit,351,44.9,5,6,1,25.9,14.0,76.2,58.4,22.72,61.1,critical,100.0,38.9,883.81,77.8
BATCH-PRX-01570,2025-06-23 00:00:00,Farm Hub,Potato,Vegetable,2636,352.0,30,35,5,19.1,8.0,89.2,26.64,20.67,22.4,medium,64.4,223.3,4615.61,446.6
BATCH-PRX-01748,2025-06-23 00:00:00,Wholesaler Depot,Green Chilli,Spice / Vegetable,2369,1929.4,0,10,10,16.3,10.0,88.7,130.77,111.29,14.9,low,30.1,1137.2,126558.99,2274.4
BATCH-PRX-01168,2025-06-24 00:00:00,Wholesaler Depot,Potato,Vegetable,3124,523.8,28,35,7,7.2,8.0,84.8,29.2,22.43,23.2,medium,20.0,334.8,7509.56,669.6
BATCH-PRX-01550,2025-06-24 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,2889,671.8,7,10,3,20.6,10.0,79.4,146.37,82.41,43.7,high,87.5,512.0,42193.92,1024.0
BATCH-PRX-01652,2025-06-24 00:00:00,Retail Supermarket,Ginger,Spice,2298,833.0,9,20,11,18.6,12.0,89.6,132.61,120.01,9.5,low,31.6,464.0,55684.64,928.0
BATCH-PRX-00157,2025-06-25 00:00:00,Retail Supermarket,Garlic,Spice / Vegetable,1724,1394.5,3,60,57,16.3,15.0,76.3,173.19,153.45,11.4,low,5.0,792.6,121624.47,1585.2
BATCH-PRX-01971,2025-06-25 00:00:00,Retail Supermarket,Green Chilli,Spice / Vegetable,2375,934.6,6,10,4,16.8,10.0,85.6,137.9,103.43,25.0,medium,47.4,607.5,62833.73,1215.0
BATCH-PRX-01235,2025-06-26 00:00:00,Farm Hub,Green Chilli,Spice / Vegetable,2842,398.6,12,10,-2,23.4,10.0,71.4,153.53,38.38,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01439,2025-06-26 00:00:00,Farm Hub,Cabbage,Vegetable,403,271.3,2,12,10,6.1,4.0,86.3,22.16,20.54,7.3,low,5.0,147.5,3029.65,295.0
BATCH-PRX-00880,2025-06-27 00:00:00,Mandi Yard,Orange,Fruit,503,76.0,18,14,-4,7.7,6.0,91.1,61.25,15.31,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00935,2025-06-27 00:00:00,Retail Supermarket,Tomato,Vegetable,425,82.4,5,7,2,15.0,12.0,78.4,45.23,26.28,41.9,high,45.0,61.9,1626.73,123.8
BATCH-PRX-01512,2025-06-27 00:00:00,Retail Supermarket,Apple,Fruit,904,365.6,12,25,13,10.1,2.0,78.6,156.13,143.64,8.0,low,37.3,200.3,28771.09,400.6
BATCH-PRX-00160,2025-06-28 00:00:00,Retail Supermarket,Turmeric,Spice,2499,311.4,141,120,-21,19.9,20.0,90.4,175.93,43.98,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00694,2025-06-28 00:00:00,Farm Hub,Mango,Fruit,2872,2562.7,0,7,7,17.7,12.0,84.9,98.52,63.84,35.2,medium,42.7,1822.6,116354.78,3645.2
BATCH-PRX-01805,2025-06-28 00:00:00,Wholesaler Depot,Wheat,Cereal,3618,692.8,209,180,-29,29.3,22.0,72.8,30.63,7.66,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01004,2025-06-29 00:00:00,Wholesaler Depot,Rice,Cereal,4487,778.8,211,180,-31,23.5,22.0,89.7,51.84,12.96,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00230,2025-06-30 00:00:00,Retail Supermarket,Wheat,Cereal,2236,1118.0,54,180,126,25.4,22.0,90.0,32.2,29.17,9.4,low,5.0,622.1,18146.66,1244.2
BATCH-PRX-00759,2025-06-30 00:00:00,Retail Supermarket,Mango,Fruit,1903,231.8,9,7,-2,22.5,12.0,73.7,99.48,24.87,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01482,2025-06-30 00:00:00,Farm Hub,Garlic,Spice / Vegetable,2037,798.0,25,60,35,27.1,15.0,88.3,177.98,163.03,8.4,low,53.6,439.2,71602.78,878.4
BATCH-PRX-00537,2025-07-01 00:00:00,Wholesaler Depot,Onion,Vegetable,130,49.6,15,30,15,18.1,10.0,67.3,40.32,37.74,6.4,low,37.2,26.7,1007.66,53.4
BATCH-PRX-00876,2025-07-01 00:00:00,Farm Hub,Apple,Fruit,746,226.3,13,25,12,1.5,2.0,70.2,155.6,144.24,7.3,low,5.0,123.1,17755.94,246.2
BATCH-PRX-00966,2025-07-01 00:00:00,Farm Hub,Mango,Fruit,4095,768.1,5,7,2,10.1,12.0,68.5,93.99,50.57,46.2,high,45.0,597.0,30190.29,1194.0
BATCH-PRX-01094,2025-07-01 00:00:00,Farm Hub,Cabbage,Vegetable,2369,431.7,10,12,2,13.5,4.0,84.5,24.98,14.21,43.1,high,83.0,327.5,4653.78,655.0
BATCH-PRX-01421,2025-07-01 00:00:00,Farm Hub,Potato,Vegetable,1552,1353.9,3,35,32,19.8,8.0,76.2,30.45,26.67,12.4,low,52.3,777.7,20741.26,1555.4
BATCH-PRX-01061,2025-07-02 00:00:00,Farm Hub,Tomato,Vegetable,2048,1392.1,2,7,5,17.5,12.0,82.5,45.43,32.48,28.5,medium,42.1,934.1,30339.57,1868.2
BATCH-PRX-00129,2025-07-03 00:00:00,Retail Supermarket,Onion,Vegetable,2983,1226.0,15,30,15,15.2,10.0,69.7,37.86,33.2,12.3,low,25.7,703.5,23356.2,1407.0
BATCH-PRX-00885,2025-07-03 00:00:00,Wholesaler Depot,Cauliflower,Vegetable,1610,1219.2,0,8,8,12.4,5.0,83.5,29.93,26.31,12.1,low,34.6,698.1,18367.01,1396.2
BATCH-PRX-01355,2025-07-03 00:00:00,Farm Hub,Turmeric,Spice,3933,2218.7,37,120,83,28.7,20.0,85.1,149.7,126.95,15.2,low,39.6,1311.7,166520.32,2623.4
BATCH-PRX-01852,2025-07-03 00:00:00,Retail Supermarket,Carrot,Vegetable,465,155.3,7,15,8,12.4,4.0,85.7,50.15,46.89,6.5,low,38.5,83.7,3924.69,167.4
BATCH-PRX-00060,2025-07-04 00:00:00,Retail Supermarket,Potato,Vegetable,2221,280.9,42,35,-7,10.6,8.0,67.4,26.67,6.67,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01589,2025-07-04 00:00:00,Retail Supermarket,Banana,Fruit,1468,1006.8,1,6,5,13.0,14.0,76.1,57.67,42.73,25.9,medium,20.0,659.9,28197.53,1319.8
BATCH-PRX-01811,2025-07-04 00:00:00,Mandi Yard,Wheat,Cereal,3847,626.6,224,180,-44,25.8,22.0,77.0,33.34,8.34,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00630,2025-07-05 00:00:00,Wholesaler Depot,Tomato,Vegetable,1449,195.3,8,7,-1,20.3,12.0,67.9,39.53,9.88,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01372,2025-07-05 00:00:00,Mandi Yard,Tomato,Vegetable,3170,1997.8,2,7,5,20.1,12.0,80.5,40.3,27.61,31.5,medium,52.2,1376.5,38005.17,2753.0
BATCH-PRX-00243,2025-07-06 00:00:00,Mandi Yard,Potato,Vegetable,4148,1190.3,23,35,12,6.6,8.0,85.2,27.96,24.72,11.6,low,5.0,678.0,16760.16,1356.0
BATCH-PRX-00671,2025-07-06 00:00:00,Wholesaler Depot,Orange,Fruit,3470,2098.4,2,14,12,13.4,6.0,88.3,60.57,50.64,16.4,low,34.8,1255.7,63588.65,2511.4
BATCH-PRX-01136,2025-07-06 00:00:00,Mandi Yard,Green Chilli,Spice / Vegetable,3240,668.1,7,10,3,15.9,10.0,85.3,153.78,86.73,43.6,high,68.5,508.8,44128.22,1017.6
BATCH-PRX-01599,2025-07-06 00:00:00,Retail Supermarket,Orange,Fruit,2429,1233.1,5,14,9,13.8,6.0,85.7,60.41,53.1,12.1,low,36.0,706.1,37493.91,1412.2
BATCH-PRX-01778,2025-07-06 00:00:00,Farm Hub,Tomato,Vegetable,741,617.0,1,7,6,14.4,12.0,70.3,38.38,28.94,24.6,medium,20.0,399.6,11564.42,799.2
BATCH-PRX-01903,2025-07-06 00:00:00,Mandi Yard,Banana,Fruit,212,172.8,0,6,6,26.6,14.0,76.0,55.9,43.71,21.8,medium,70.5,109.0,4764.39,218.0
BATCH-PRX-00404,2025-07-07 00:00:00,Wholesaler Depot,Orange,Fruit,838,539.4,2,14,12,9.9,6.0,69.0,66.67,60.94,8.6,low,5.0,297.5,18129.65,595.0
BATCH-PRX-01272,2025-07-07 00:00:00,Mandi Yard,Turmeric,Spice,3128,469.5,114,120,6,30.8,20.0,68.1,165.2,129.85,21.4,medium,63.2,295.0,38305.75,590.0
BATCH-PRX-01967,2025-07-07 00:00:00,Mandi Yard,Onion,Vegetable,3245,681.0,22,30,8,11.3,10.0,89.1,35.41,32.01,9.6,low,5.0,379.7,12154.2,759.4
BATCH-PRX-00012,2025-07-08 00:00:00,Mandi Yard,Orange,Fruit,2331,1122.9,7,14,7,11.7,6.0,79.8,67.15,49.36,26.5,medium,42.9,740.0,36526.4,1480.0
BATCH-PRX-00308,2025-07-08 00:00:00,Farm Hub,Cabbage,Vegetable,1743,270.9,12,12,0,13.5,4.0,76.4,25.64,6.41,75.0,critical,100.0,257.4,1649.93,514.8
BATCH-PRX-00588,2025-07-08 00:00:00,Retail Supermarket,Cabbage,Vegetable,2970,636.3,9,12,3,9.6,4.0,78.6,25.88,14.47,44.1,high,67.4,486.5,7039.66,973.0
BATCH-PRX-00706,2025-07-08 00:00:00,Retail Supermarket,Banana,Fruit,2871,1255.8,2,6,4,20.2,14.0,67.7,59.99,43.67,27.2,medium,44.9,832.8,36368.38,1665.6
BATCH-PRX-00822,2025-07-08 00:00:00,Mandi Yard,Green Chilli,Spice / Vegetable,1095,155.3,8,10,2,22.5,10.0,77.0,156.48,92.17,41.1,high,94.8,115.9,10682.5,231.8
BATCH-PRX-00905,2025-07-08 00:00:00,Farm Hub,Cauliflower,Vegetable,1269,293.7,5,8,3,11.2,5.0,74.5,28.42,16.34,42.5,high,69.9,221.7,3622.58,443.4
BATCH-PRX-01397,2025-07-08 00:00:00,Mandi Yard,Onion,Vegetable,2343,330.4,37,30,-7,15.9,10.0,82.6,35.8,8.95,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00772,2025-07-09 00:00:00,Farm Hub,Ginger,Spice,3090,614.9,25,20,-5,15.1,12.0,92.0,133.09,33.27,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00039,2025-07-10 00:00:00,Farm Hub,Carrot,Vegetable,4199,1824.3,8,15,7,9.0,4.0,79.0,43.88,30.76,29.9,medium,20.0,1239.4,38123.94,2478.8
BATCH-PRX-00047,2025-07-10 00:00:00,Retail Supermarket,Tomato,Vegetable,3139,1200.6,4,7,3,15.0,12.0,71.7,41.86,21.98,47.5,high,45.0,942.5,20716.15,1885.0
BATCH-PRX-00181,2025-07-10 00:00:00,Mandi Yard,Ginger,Spice,4327,3183.3,3,20,17,24.9,12.0,84.2,115.49,92.05,20.3,low,56.6,1979.4,182203.77,3958.8
BATCH-PRX-01233,2025-07-10 00:00:00,Mandi Yard,Turmeric,Spice,2973,1936.3,31,120,89,19.6,20.0,86.6,177.84,153.3,13.8,low,5.0,1128.5,172999.05,2257.0
BATCH-PRX-00051,2025-07-11 00:00:00,Wholesaler Depot,Cabbage,Vegetable,2109,1248.0,2,12,10,17.1,4.0,89.2,24.97,21.95,12.1,low,57.4,714.6,15685.47,1429.2
BATCH-PRX-00045,2025-07-12 00:00:00,Wholesaler Depot,Mango,Fruit,1923,697.6,4,7,3,15.0,12.0,79.5,94.13,50.92,45.9,high,45.0,540.9,27542.63,1081.8
BATCH-PRX-00074,2025-07-12 00:00:00,Farm Hub,Potato,Vegetable,1283,215.4,33,35,2,7.4,8.0,74.9,28.31,16.5,41.7,high,45.0,161.6,2666.4,323.2
BATCH-PRX-01283,2025-07-12 00:00:00,Wholesaler Depot,Tomato,Vegetable,4194,539.6,9,7,-2,17.8,12.0,66.1,43.48,10.87,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-00711,2025-07-13 00:00:00,Retail Supermarket,Wheat,Cereal,3005,857.6,99,180,81,24.3,22.0,65.4,37.63,34.58,8.1,low,5.0,470.5,16269.89,941.0
BATCH-PRX-00771,2025-07-13 00:00:00,Retail Supermarket,Carrot,Vegetable,537,71.8,16,15,-1,2.1,4.0,90.3,46.02,11.51,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01077,2025-07-13 00:00:00,Mandi Yard,Ginger,Spice,2494,353.4,22,20,-2,12.7,12.0,78.3,106.87,26.72,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-01312,2025-07-13 00:00:00,Wholesaler Depot,Onion,Vegetable,279,193.8,2,30,28,13.8,10.0,76.1,39.87,37.0,7.2,low,5.0,105.3,3896.1,210.6
BATCH-PRX-01344,2025-07-13 00:00:00,Farm Hub,Tomato,Vegetable,3274,570.0,8,7,-1,16.8,12.0,84.9,38.83,9.71,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00221,2025-07-14 00:00:00,Mandi Yard,Banana,Fruit,1780,1150.2,2,6,4,15.9,14.0,80.1,60.01,43.99,26.7,medium,20.0,759.4,33406.01,1518.8
BATCH-PRX-00263,2025-07-14 00:00:00,Wholesaler Depot,Green Chilli,Spice / Vegetable,1410,243.6,8,10,2,15.4,10.0,89.9,126.68,74.11,41.5,high,66.4,182.5,13525.08,365.0
BATCH-PRX-00281,2025-07-14 00:00:00,Mandi Yard,Rice,Cereal,1106,323.7,104,180,76,34.3,22.0,84.9,49.26,46.75,5.1,low,54.3,171.8,8031.65,343.6
BATCH-PRX-00427,2025-07-14 00:00:00,Retail Supermarket,Apple,Fruit,1090,206.8,26,25,-1,15.3,2.0,82.8,181.88,45.47,75.0,critical,100.0,0.0,0.0,0.0
BATCH-PRX-01336,2025-07-14 00:00:00,Farm Hub,Carrot,Vegetable,2202,690.2,9,15,6,8.2,4.0,79.2,43.55,33.01,24.2,medium,20.0,445.3,14699.35,890.6
BATCH-PRX-01618,2025-07-14 00:00:00,Retail Supermarket,Onion,Vegetable,1846,351.3,25,30,5,9.7,10.0,80.9,37.44,28.83,23.0,medium,20.0,224.1,6460.8,448.2
BATCH-PRX-00083,2025-07-15 00:00:00,Farm Hub,Ginger,Spice,609,454.0,5,20,15,14.5,12.0,92.0,125.95,116.38,7.6,low,5.0,247.7,28827.33,495.4
BATCH-PRX-01018,2025-07-15 00:00:00,Wholesaler Depot,Potato,Vegetable,3286,1154.1,18,35,17,20.7,8.0,65.5,31.64,28.03,11.4,low,55.6,656.0,18387.68,1312.0
BATCH-PRX-00629,2025-07-16 00:00:00,Farm Hub,Turmeric,Spice,430,79.7,105,120,15,33.0,20.0,86.5,174.6,166.74,4.5,low,57.0,42.0,7003.08,84.0
BATCH-PRX-00800,2025-07-16 00:00:00,Mandi Yard,Cabbage,Vegetable,1237,693.8,4,12,8,11.9,4.0,88.5,21.06,19.08,9.4,low,36.7,386.0,7364.88,772.0
BATCH-PRX-00841,2025-07-16 00:00:00,Farm Hub,Apple,Fruit,324,87.0,17,25,8,8.9,2.0,67.3,163.38,152.6,6.6,low,32.7,46.9,7156.94,93.8
BATCH-PRX-00133,2025-07-17 00:00:00,Farm Hub,Banana,Fruit,2521,1835.2,1,6,5,24.8,14.0,90.3,55.21,38.59,30.1,medium,63.3,1249.0,48198.91,2498.0
BATCH-PRX-00727,2025-07-17 00:00:00,Retail Supermarket,Orange,Fruit,3881,1217.9,8,14,6,5.1,6.0,75.3,69.01,50.38,27.0,medium,20.0,806.2,40616.36,1612.4
BATCH-PRX-01096,2025-07-17 00:00:00,Wholesaler Depot,Apple,Fruit,996,175.5,20,25,5,5.7,2.0,76.8,163.88,127.66,22.1,medium,20.0,111.0,14170.26,222.0
BATCH-PRX-00249,2025-07-18 00:00:00,Farm Hub,Mango,Fruit,3980,606.7,9,7,-2,15.0,12.0,91.0,89.97,22.49,75.0,critical,95.0,0.0,0.0,0.0
BATCH-PRX-00679,2025-07-18 00:00:00,Farm Hub,Rice,Cereal,3046,579.7,218,180,-38,25.0,22.0,88.3,48.9,12.22,75.0,critical,95.0,0.0,0.0,0.0
